 -2.8000   2.1000
 -2.7815   2.1000
 -2.7629   2.1000
 -2.7443   2.0999
 -2.7256   2.0999
 -2.7069   2.0999
 -2.6881   2.0999
 -2.6693   2.0998
 -2.6505   2.0998
 -2.6316   2.0998
 -2.6126   2.0998
 -2.5936   2.0997
 -2.5745   2.0997
 -2.5554   2.0997
 -2.5362   2.0996
 -2.5170   2.0996
 -2.4977   2.0996
 -2.4783   2.0995
 -2.4589   2.0995
 -2.4394   2.0995
 -2.4199   2.0994
 -2.4002   2.0994
 -2.3806   2.0993
 -2.3608   2.0993
 -2.3410   2.0992
 -2.3211   2.0992
 -2.3011   2.0992
 -2.2811   2.0991
 -2.2609   2.0991
 -2.2407   2.0990
 -2.2204   2.0989
 -2.2000   2.0989
 -2.1796   2.0988
 -2.1590   2.0988
 -2.1384   2.0987
 -2.1176   2.0986
 -2.0968   2.0986
 -2.0758   2.0985
 -2.0548   2.0984
 -2.0336   2.0983
 -2.0124   2.0982
 -1.9910   2.0982
 -1.9695   2.0981
 -1.9479   2.0980
 -1.9261   2.0979
 -1.9043   2.0978
 -1.8823   2.0977
 -1.8601   2.0976
 -1.8379   2.0974
 -1.8155   2.0973
 -1.7929   2.0972
 -1.7702   2.0970
 -1.7473   2.0969
 -1.7242   2.0968
 -1.7010   2.0966
 -1.6776   2.0964
 -1.6540   2.0963
 -1.6302   2.0961
 -1.6062   2.0959
 -1.5819   2.0957
 -1.5575   2.0955
 -1.5329   2.0952
 -1.5079   2.0950
 -1.4828   2.0948
 -1.4574   2.0945
 -1.4317   2.0942
 -1.4057   2.0939
 -1.3794   2.0936
 -1.3528   2.0933
 -1.3259   2.0929
 -1.2986   2.0925
 -1.2709   2.0921
 -1.2429   2.0917
 -1.2144   2.0912
 -1.1855   2.0908
 -1.1561   2.0902
 -1.1262   2.0897
 -1.0957   2.0891
 -1.0647   2.0884
 -1.0331   2.0877
 -1.0008   2.0870
 -0.9678   2.0862
 -0.9340   2.0853
 -0.8993   2.0844
 -0.8637   2.0833
 -0.8271   2.0822
 -0.7894   2.0809
 -0.7504   2.0796
 -0.7100   2.0781
 -0.6679   2.0764
 -0.6240   2.0745
 -0.5780   2.0724
 -0.5295   2.0701
 -0.4780   2.0674
 -0.4228   2.0642
 -0.3629   2.0606
 -0.2968   2.0561
 -0.2221   2.0506
 -0.1336   2.0435
 -0.0186   2.0329
  0.2564   2.0018
  0.3710   1.9989
  0.4590   1.9957
  0.5334   1.9925
  0.5991   1.9892
  0.6586   1.9859
  0.7135   1.9826
  0.7646   1.9794
  0.8128   1.9761
  0.8584   1.9729
  0.9020   1.9697
  0.9437   1.9665
  0.9838   1.9633
  1.0225   1.9602
  1.0599   1.9571
  1.0962   1.9540
  1.1315   1.9509
  1.1658   1.9479
  1.1993   1.9449
  1.2320   1.9419
  1.2640   1.9389
  1.2954   1.9360
  1.3261   1.9330
  1.3563   1.9301
  1.3859   1.9273
  1.4150   1.9244
  1.4437   1.9216
  1.4719   1.9188
  1.4997   1.9160
  1.5271   1.9132
  1.5541   1.9104
  1.5808   1.9077
  1.6072   1.9050
  1.6332   1.9023
  1.6589   1.8996
  1.6844   1.8969
  1.7096   1.8943
  1.7345   1.8916
  1.7592   1.8890
  1.7836   1.8864
  1.8078   1.8838
  1.8318   1.8812
  1.8556   1.8786
  1.8792   1.8761
  1.9025   1.8735
  1.9257   1.8710
  1.9488   1.8685
  1.9716   1.8660
  1.9943   1.8635
  2.0168   1.8610
  2.0392   1.8586
  2.0614   1.8561
  2.0835   1.8537
  2.1054   1.8512
  2.1272   1.8488
  2.1489   1.8464
  2.1704   1.8440
  2.1919   1.8416
  2.2132   1.8392
  2.2343   1.8368
  2.2554   1.8345
  2.2764   1.8321
  2.2972   1.8298
  2.3180   1.8274
  2.3387   1.8251
  2.3592   1.8228
  2.3797   1.8205
  2.4001   1.8182
  2.4204   1.8159
  2.4406   1.8136
  2.4607   1.8113
  2.4807   1.8090
  2.5007   1.8067
  2.5206   1.8045
  2.5404   1.8022
  2.5601   1.8000
  2.5798   1.7977
  2.5994   1.7955
  2.6189   1.7933
  2.6383   1.7910
  2.6577   1.7888
  2.6770   1.7866
  2.6963   1.7844
  2.7155   1.7822
  2.7346   1.7800
  2.7537   1.7778
  2.7727   1.7756
  2.7917   1.7734
  2.8106   1.7713
  2.8295   1.7691
  2.8483   1.7669
  2.8670   1.7648
  2.8857   1.7626
  2.9044   1.7605
  2.9230   1.7583
  2.9415   1.7562
  2.9600   1.7541
  2.9785   1.7519
  2.9969   1.7498
  3.0153   1.7477

