 -3.3823   0.9000
 -3.3564   0.9000
 -3.3304   0.9000
 -3.3045   0.9000
 -3.2785   0.9000
 -3.2525   0.8999
 -3.2265   0.8999
 -3.2005   0.8999
 -3.1745   0.8999
 -3.1485   0.8999
 -3.1224   0.8999
 -3.0963   0.8998
 -3.0702   0.8998
 -3.0441   0.8998
 -3.0180   0.8998
 -2.9919   0.8998
 -2.9657   0.8997
 -2.9395   0.8997
 -2.9133   0.8997
 -2.8871   0.8997
 -2.8609   0.8996
 -2.8346   0.8996
 -2.8083   0.8996
 -2.7820   0.8996
 -2.7557   0.8995
 -2.7293   0.8995
 -2.7030   0.8994
 -2.6766   0.8994
 -2.6501   0.8994
 -2.6237   0.8993
 -2.5972   0.8993
 -2.5707   0.8992
 -2.5442   0.8991
 -2.5176   0.8991
 -2.4910   0.8990
 -2.4644   0.8989
 -2.4377   0.8989
 -2.4110   0.8988
 -2.3843   0.8987
 -2.3576   0.8986
 -2.3308   0.8985
 -2.3039   0.8984
 -2.2771   0.8983
 -2.2502   0.8982
 -2.2232   0.8981
 -2.1962   0.8979
 -2.1692   0.8978
 -2.1422   0.8976
 -2.1150   0.8974
 -2.0879   0.8972
 -2.0607   0.8970
 -2.0334   0.8968
 -2.0061   0.8966
 -1.9788   0.8963
 -1.9514   0.8960
 -1.9239   0.8957
 -1.8964   0.8954
 -1.8688   0.8950
 -1.8412   0.8947
 -1.8135   0.8942
 -1.7858   0.8938
 -1.7580   0.8933
 -1.7301   0.8927
 -1.7022   0.8921
 -1.6742   0.8915
 -1.6461   0.8908
 -1.6180   0.8900
 -1.5898   0.8892
 -1.5616   0.8882
 -1.5333   0.8872
 -1.5049   0.8861
 -1.4765   0.8849
 -1.4481   0.8836
 -1.4195   0.8821
 -1.3910   0.8805
 -1.3623   0.8788
 -1.3337   0.8769
 -1.3050   0.8748
 -1.2763   0.8726
 -1.2475   0.8701
 -1.2188   0.8674
 -1.1901   0.8644
 -1.1613   0.8613
 -1.1326   0.8578
 -1.1039   0.8541
 -1.0753   0.8500
 -1.0467   0.8457
 -1.0182   0.8410
 -0.9897   0.8360
 -0.9613   0.8306
 -0.9330   0.8250
 -0.9048   0.8189
 -0.8766   0.8126
 -0.8484   0.8060
 -0.8202   0.7992
 -0.7919   0.7922
 -0.7634   0.7852
 -0.7343   0.7784
 -0.7041   0.7722
 -0.6714   0.7678
 -0.6191   0.7789
 -0.6179   0.8115
 -0.6189   0.8420
 -0.6207   0.8716
 -0.6228   0.9008
 -0.6248   0.9297
 -0.6267   0.9585
 -0.6284   0.9872
 -0.6298   1.0159
 -0.6309   1.0446
 -0.6316   1.0734
 -0.6320   1.1021
 -0.6321   1.1309
 -0.6318   1.1596
 -0.6312   1.1884
 -0.6302   1.2172
 -0.6290   1.2460
 -0.6275   1.2747
 -0.6257   1.3034
 -0.6236   1.3321
 -0.6213   1.3608
 -0.6188   1.3894
 -0.6161   1.4180
 -0.6132   1.4465
 -0.6101   1.4749
 -0.6069   1.5033
 -0.6035   1.5316
 -0.6000   1.5599
 -0.5963   1.5881
 -0.5926   1.6162
 -0.5888   1.6442
 -0.5849   1.6722
 -0.5809   1.7000
 -0.5768   1.7279
 -0.5727   1.7556
 -0.5685   1.7833
 -0.5643   1.8109
 -0.5600   1.8384
 -0.5557   1.8659
 -0.5513   1.8933
 -0.5469   1.9206
 -0.5425   1.9479
 -0.5380   1.9751
 -0.5336   2.0022
 -0.5291   2.0293
 -0.5246   2.0563
 -0.5201   2.0833
 -0.5155   2.1103
 -0.5110   2.1371
 -0.5064   2.1639
 -0.5018   2.1907
 -0.4972   2.2174
 -0.4926   2.2441
 -0.4880   2.2708
 -0.4834   2.2973
 -0.4788   2.3239
 -0.4742   2.3504
 -0.4696   2.3769
 -0.4650   2.4033
 -0.4604   2.4297
 -0.4557   2.4560
 -0.4511   2.4824
 -0.4465   2.5086
 -0.4419   2.5349
 -0.4372   2.5611
 -0.4326   2.5873
 -0.4280   2.6135
 -0.4233   2.6396
 -0.4187   2.6657
 -0.4141   2.6918
 -0.4094   2.7178
 -0.4048   2.7438
 -0.4002   2.7698
 -0.3955   2.7958
 -0.3909   2.8217
 -0.3863   2.8476
 -0.3816   2.8735
 -0.3770   2.8994
 -0.3724   2.9253
 -0.3678   2.9511
 -0.3631   2.9769
 -0.3585   3.0027
 -0.3539   3.0285
 -0.3493   3.0542
 -0.3447   3.0800
 -0.3400   3.1057
 -0.3354   3.1314
 -0.3308   3.1571
 -0.3262   3.1827
 -0.3216   3.2084
 -0.3170   3.2340
 -0.3124   3.2596
 -0.3078   3.2852
 -0.3031   3.3108
 -0.2985   3.3364
 -0.2939   3.3619
 -0.2893   3.3875
 -0.2847   3.4130
 -0.2801   3.4385
 -0.2755   3.4640

