 -3.2879   1.2000
 -3.2614   1.2000
 -3.2349   1.2000
 -3.2083   1.2000
 -3.1818   1.1999
 -3.1552   1.1999
 -3.1286   1.1999
 -3.1020   1.1999
 -3.0753   1.1999
 -3.0486   1.1998
 -3.0219   1.1998
 -2.9951   1.1998
 -2.9683   1.1998
 -2.9415   1.1997
 -2.9146   1.1997
 -2.8877   1.1997
 -2.8608   1.1996
 -2.8338   1.1996
 -2.8068   1.1996
 -2.7798   1.1995
 -2.7527   1.1995
 -2.7256   1.1995
 -2.6984   1.1994
 -2.6712   1.1994
 -2.6439   1.1993
 -2.6166   1.1993
 -2.5893   1.1992
 -2.5619   1.1992
 -2.5344   1.1991
 -2.5069   1.1990
 -2.4793   1.1989
 -2.4517   1.1989
 -2.4241   1.1988
 -2.3963   1.1987
 -2.3685   1.1986
 -2.3407   1.1985
 -2.3128   1.1984
 -2.2848   1.1983
 -2.2567   1.1982
 -2.2286   1.1980
 -2.2004   1.1979
 -2.1722   1.1977
 -2.1438   1.1976
 -2.1154   1.1974
 -2.0869   1.1972
 -2.0583   1.1970
 -2.0296   1.1968
 -2.0008   1.1966
 -1.9719   1.1963
 -1.9429   1.1960
 -1.9139   1.1957
 -1.8847   1.1954
 -1.8554   1.1951
 -1.8260   1.1947
 -1.7965   1.1943
 -1.7669   1.1938
 -1.7371   1.1933
 -1.7072   1.1928
 -1.6772   1.1922
 -1.6471   1.1916
 -1.6168   1.1909
 -1.5864   1.1901
 -1.5558   1.1893
 -1.5251   1.1884
 -1.4942   1.1874
 -1.4632   1.1863
 -1.4321   1.1851
 -1.4008   1.1838
 -1.3693   1.1823
 -1.3377   1.1808
 -1.3059   1.1790
 -1.2740   1.1771
 -1.2419   1.1750
 -1.2097   1.1727
 -1.1773   1.1702
 -1.1448   1.1674
 -1.1123   1.1643
 -1.0796   1.1609
 -1.0468   1.1572
 -1.0140   1.1532
 -0.9811   1.1488
 -0.9483   1.1439
 -0.9154   1.1387
 -0.8825   1.1329
 -0.8498   1.1267
 -0.8171   1.1200
 -0.7846   1.1128
 -0.7522   1.1050
 -0.7199   1.0966
 -0.6879   1.0876
 -0.6561   1.0781
 -0.6244   1.0681
 -0.5929   1.0574
 -0.5616   1.0463
 -0.5302   1.0346
 -0.4988   1.0226
 -0.4669   1.0102
 -0.4342   0.9976
 -0.3995   0.9852
 -0.3601   0.9738
 -0.2845   0.9726
 -0.2605   1.0051
 -0.2406   1.0355
 -0.2224   1.0650
 -0.2047   1.0939
 -0.1872   1.1222
 -0.1694   1.1502
 -0.1513   1.1778
 -0.1329   1.2050
 -0.1139   1.2319
 -0.0944   1.2585
 -0.0745   1.2848
 -0.0540   1.3107
 -0.0331   1.3363
 -0.0116   1.3615
  0.0102   1.3864
  0.0324   1.4109
  0.0550   1.4351
  0.0778   1.4589
  0.1010   1.4824
  0.1244   1.5056
  0.1480   1.5284
  0.1717   1.5510
  0.1956   1.5732
  0.2196   1.5951
  0.2437   1.6168
  0.2679   1.6382
  0.2920   1.6593
  0.3162   1.6801
  0.3405   1.7008
  0.3647   1.7212
  0.3888   1.7414
  0.4130   1.7613
  0.4371   1.7811
  0.4611   1.8007
  0.4852   1.8202
  0.5091   1.8394
  0.5330   1.8585
  0.5568   1.8775
  0.5806   1.8963
  0.6043   1.9150
  0.6279   1.9335
  0.6515   1.9519
  0.6749   1.9702
  0.6983   1.9884
  0.7217   2.0065
  0.7450   2.0245
  0.7682   2.0424
  0.7913   2.0602
  0.8144   2.0779
  0.8374   2.0956
  0.8603   2.1131
  0.8832   2.1306
  0.9060   2.1480
  0.9288   2.1654
  0.9515   2.1826
  0.9742   2.1999
  0.9967   2.2170
  1.0193   2.2341
  1.0418   2.2511
  1.0642   2.2681
  1.0866   2.2850
  1.1089   2.3019
  1.1312   2.3187
  1.1534   2.3355
  1.1756   2.3523
  1.1978   2.3690
  1.2199   2.3856
  1.2419   2.4022
  1.2640   2.4188
  1.2860   2.4354
  1.3079   2.4519
  1.3298   2.4683
  1.3517   2.4848
  1.3735   2.5012
  1.3953   2.5175
  1.4171   2.5339
  1.4388   2.5502
  1.4605   2.5665
  1.4822   2.5827
  1.5039   2.5989
  1.5255   2.6151
  1.5471   2.6313
  1.5686   2.6475
  1.5902   2.6636
  1.6117   2.6797
  1.6331   2.6958
  1.6546   2.7118
  1.6760   2.7279
  1.6974   2.7439
  1.7188   2.7599
  1.7402   2.7759
  1.7615   2.7918
  1.7828   2.8078
  1.8041   2.8237
  1.8254   2.8396
  1.8466   2.8555
  1.8679   2.8713
  1.8891   2.8872
  1.9103   2.9030

